EmployeeNumber,Department,JobRole,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,attrition_flag,attrition_probability,risk_decile,risk_band,intervention_priority,risk_explanation
14,Research & Development,Laboratory Technician,No,Travel_Rarely,2426,5,2,1,3,No,0,0.20737455070152988,6,Low,Monitor,Low job satisfaction; Low environment satisfaction
828,Research & Development,Research Scientist,No,Travel_Rarely,4382,2,3,3,2,Yes,1,0.20691780347648264,6,Low,Monitor,Low work-life balance; Early tenure; No stock option
231,Research & Development,Research Scientist,No,Travel_Rarely,3038,5,3,3,3,No,0,0.20670573902647935,6,Low,Monitor,No stock option
1654,Research & Development,Manufacturing Director,No,Travel_Rarely,5295,5,2,4,3,No,0,0.20624562322683399,6,Low,Monitor,Low job satisfaction; No stock option
1411,Research & Development,Laboratory Technician,No,Travel_Rarely,3629,3,3,1,3,No,0,0.2047481736060225,6,Low,Monitor,Low environment satisfaction; No stock option
1235,Research & Development,Research Scientist,Yes,Travel_Frequently,4998,8,3,4,3,No,0,0.20465689866530626,6,Low,Monitor,Works overtime; Frequent business travel; No stock option
1601,Research & Development,Laboratory Technician,No,Travel_Rarely,2690,1,4,3,2,No,0,0.2030248598654668,6,Low,Monitor,Low work-life balance; Early tenure
704,Research & Development,Laboratory Technician,No,Non-Travel,1281,1,3,3,3,No,0,0.2015271521858052,6,Low,Monitor,Early tenure
1647,Research & Development,Research Scientist,No,Travel_Rarely,3517,3,3,2,3,No,0,0.20098158074940697,6,Low,Monitor,Low environment satisfaction; No stock option
635,Research & Development,Manufacturing Director,No,Travel_Rarely,6447,6,2,2,2,No,0,0.2006332796144918,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
298,Sales,Manager,Yes,Travel_Rarely,13591,1,4,4,3,No,0,0.19940326544773082,6,Low,Monitor,Works overtime; Early tenure; No stock option
655,Research & Development,Research Scientist,No,Travel_Rarely,2187,5,3,1,2,No,0,0.19838897439634962,6,Low,Monitor,Low environment satisfaction; Low work-life balance
1898,Sales,Sales Executive,No,Travel_Rarely,6500,8,3,1,2,No,0,0.1973817077727448,6,Low,Monitor,Low environment satisfaction; Low work-life balance; No stock option
1469,Sales,Sales Executive,No,Travel_Rarely,8463,5,1,4,3,No,0,0.19633427609747506,6,Low,Monitor,Low job satisfaction; No stock option
679,Research & Development,Research Scientist,Yes,Travel_Rarely,6322,6,4,1,2,No,0,0.1957322113750963,6,Low,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
569,Research & Development,Manager,No,Travel_Rarely,17046,27,3,2,3,No,0,0.1956668330234088,6,Low,Monitor,Low environment satisfaction; Long promotion gap
1813,Research & Development,Research Scientist,No,Non-Travel,2438,3,3,1,2,No,0,0.19540510670980724,6,Low,Monitor,Low environment satisfaction; Low work-life balance; No stock option
1736,Research & Development,Manufacturing Director,No,Travel_Frequently,5238,5,4,4,2,No,0,0.1950889461764681,6,Low,Monitor,Frequent business travel; Low work-life balance; No stock option
705,Research & Development,Research Scientist,No,Travel_Rarely,2819,3,1,1,4,No,0,0.19438980223131735,6,Low,Monitor,Low job satisfaction; Low environment satisfaction
1257,Research & Development,Research Scientist,No,Travel_Frequently,3692,11,2,3,2,No,0,0.1942358914536905,6,Low,Monitor,Frequent business travel; Low job satisfaction; Low work-life balance; No stock option
1076,Sales,Sales Executive,No,Travel_Rarely,10798,1,4,3,3,No,0,0.1925656887296451,6,Low,Monitor,Early tenure
1098,Human Resources,Human Resources,No,Travel_Rarely,10482,20,1,2,3,Yes,1,0.19219737424473016,6,Low,Monitor,Low job satisfaction; Low environment satisfaction
1596,Research & Development,Laboratory Technician,No,Travel_Rarely,3407,10,3,2,2,No,0,0.1917166989036468,6,Low,Monitor,Low environment satisfaction; Low work-life balance; Long promotion gap
1837,Research & Development,Research Director,Yes,Travel_Frequently,15787,2,3,1,3,No,0,0.1912740819031362,6,Low,Monitor,Works overtime; Frequent business travel; Low environment satisfaction; Early tenure; No stock option
126,Research & Development,Research Director,No,Travel_Rarely,13549,4,3,1,1,No,0,0.19048902485798055,6,Low,Monitor,Low environment satisfaction; Low work-life balance
105,Research & Development,Research Scientist,No,Travel_Rarely,2859,6,3,2,3,No,0,0.1903406433328349,6,Low,Monitor,Low environment satisfaction; No stock option
529,Research & Development,Research Scientist,Yes,Non-Travel,4449,13,3,2,3,No,0,0.1899385050893988,6,Low,Monitor,Works overtime; Low environment satisfaction; Long promotion gap
176,Sales,Sales Executive,Yes,Travel_Rarely,8189,9,3,3,3,No,0,0.1896300632644273,6,Low,Monitor,Works overtime
2060,Sales,Sales Representative,No,Travel_Rarely,2966,4,3,4,3,No,0,0.18958382769906998,6,Low,Monitor,No stock option
1553,Research & Development,Healthcare Representative,No,Travel_Rarely,7441,10,2,1,3,No,0,0.18916766644854427,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
1029,Sales,Manager,No,Travel_Rarely,18303,1,3,4,4,No,0,0.1890518989823636,6,Low,Monitor,Early tenure; No stock option
2046,Sales,Sales Executive,No,Travel_Rarely,4850,5,3,4,3,No,0,0.18900865551296558,6,Low,Monitor,No stock option
1105,Sales,Sales Executive,Yes,Travel_Rarely,6694,1,4,4,3,No,0,0.1886804433836251,6,Low,Monitor,Works overtime; Early tenure
1152,Human Resources,Human Resources,No,Travel_Rarely,2844,7,3,3,4,No,0,0.18855017370369734,6,Low,Monitor,Long promotion gap
1947,Research & Development,Research Scientist,No,Non-Travel,2144,5,3,3,2,No,0,0.18849112382907718,6,Low,Monitor,Low work-life balance; No stock option
1259,Research & Development,Research Scientist,No,Travel_Rarely,2517,5,3,1,3,No,0,0.18823340180958956,6,Low,Monitor,Low environment satisfaction
1445,Sales,Sales Executive,Yes,Travel_Rarely,4162,5,3,4,3,No,0,0.1874083185642127,6,Low,Monitor,Works overtime
1755,Research & Development,Research Scientist,Yes,Travel_Rarely,2932,5,4,4,3,No,0,0.1873814175789028,6,Low,Monitor,Works overtime
1615,Research & Development,Manufacturing Director,No,Travel_Frequently,4724,9,4,3,3,No,0,0.1871631977435199,6,Low,Monitor,Frequent business travel; Long promotion gap
571,Research & Development,Laboratory Technician,No,Non-Travel,2564,11,4,3,2,No,0,0.18627539678026964,6,Low,Monitor,Low work-life balance; Long promotion gap; No stock option
277,Research & Development,Research Scientist,Yes,Travel_Frequently,3815,5,3,4,4,No,0,0.18589301917612258,6,Low,Monitor,Works overtime; Frequent business travel
958,Research & Development,Laboratory Technician,No,Travel_Rarely,2519,11,3,3,3,No,0,0.18525941155436257,6,Low,Monitor,No stock option
944,Research & Development,Laboratory Technician,No,Travel_Rarely,7403,26,2,1,2,No,0,0.18522174767327843,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
691,Research & Development,Research Scientist,No,Travel_Rarely,6646,17,4,2,3,No,0,0.18486955327640542,6,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
1166,Research & Development,Research Director,No,Travel_Frequently,13499,18,3,2,2,No,0,0.18485871822444427,6,Low,Monitor,Frequent business travel; Low environment satisfaction; Low work-life balance; No stock option
20,Research & Development,Manufacturing Director,No,Travel_Rarely,9980,10,1,2,3,No,0,0.1833805386062712,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
153,Research & Development,Manager,No,Travel_Rarely,11631,11,1,3,3,No,0,0.18273980272141677,6,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
1619,Research & Development,Laboratory Technician,No,Travel_Rarely,4066,7,1,4,3,No,0,0.18209885657552224,6,Low,Monitor,Low job satisfaction
521,Research & Development,Laboratory Technician,No,Travel_Rarely,3448,1,3,2,3,No,0,0.1818490382245265,6,Low,Monitor,Low environment satisfaction; Early tenure
158,Sales,Manager,Yes,Travel_Frequently,16959,25,4,3,4,No,0,0.18172343403026522,6,Low,Monitor,Works overtime; Frequent business travel; Long promotion gap
1550,Human Resources,Manager,Yes,Travel_Rarely,16437,21,4,3,3,No,0,0.1815440541238503,6,Low,Monitor,Works overtime; Long promotion gap; No stock option
381,Research & Development,Manager,No,Travel_Rarely,11996,7,2,2,2,No,0,0.18146127715680252,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
35,Sales,Sales Executive,No,Travel_Rarely,6825,9,2,3,3,No,0,0.18070710523400124,6,Low,Monitor,Low job satisfaction; Long promotion gap
1338,Human Resources,Manager,No,Travel_Rarely,19717,7,2,4,3,No,0,0.18052030966172572,6,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
1951,Sales,Sales Executive,No,Travel_Rarely,8628,8,3,4,2,No,0,0.18039321851826498,6,Low,Monitor,Low work-life balance
621,Sales,Sales Executive,No,Travel_Rarely,5337,10,4,4,3,No,0,0.18028969421044766,6,Low,Monitor,Long promotion gap; No stock option
813,Research & Development,Laboratory Technician,No,Travel_Rarely,3149,5,3,4,3,No,0,0.17996046434336813,6,Low,Monitor,No dominant heuristic risk driver
495,Research & Development,Research Scientist,No,Travel_Rarely,2201,3,4,4,3,No,0,0.17947927593903906,6,Low,Monitor,No stock option
425,Research & Development,Laboratory Technician,No,Travel_Frequently,5210,24,1,1,3,No,0,0.17946932331749152,6,Low,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; Long promotion gap
966,Research & Development,Manufacturing Director,No,Travel_Rarely,6725,8,1,3,4,No,0,0.1788145505244682,6,Low,Monitor,Low job satisfaction; Long promotion gap
998,Research & Development,Healthcare Representative,Yes,Travel_Frequently,5488,6,2,3,3,No,0,0.17880678561620458,6,Low,Monitor,Works overtime; Frequent business travel; Low job satisfaction
1430,Research & Development,Research Director,No,Travel_Rarely,16422,3,2,1,4,No,0,0.17845657952144342,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
595,Sales,Sales Executive,No,Travel_Rarely,4051,9,4,2,3,No,0,0.17777016974777976,6,Low,Monitor,Low environment satisfaction; Long promotion gap
2024,Sales,Sales Executive,No,Travel_Rarely,7644,9,4,1,3,No,0,0.17743954819789684,6,Low,Monitor,Low environment satisfaction
1465,Research & Development,Manufacturing Director,Yes,Travel_Rarely,9380,3,4,2,4,No,0,0.17623404278278787,6,Low,Monitor,Works overtime; Low environment satisfaction
787,Research & Development,Manager,Yes,Travel_Rarely,19859,5,1,4,3,Yes,1,0.17608209372796374,6,Low,Monitor,Works overtime; Low job satisfaction
2065,Sales,Sales Executive,No,Travel_Frequently,5390,9,2,4,2,No,0,0.17607236008253016,6,Low,Monitor,Frequent business travel; Low job satisfaction; Low work-life balance; No stock option
119,Research & Development,Healthcare Representative,No,Travel_Frequently,13503,22,2,3,2,No,0,0.17510264571994064,6,Low,Monitor,Frequent business travel; Low job satisfaction; Low work-life balance; Long promotion gap
1005,Research & Development,Manufacturing Director,Yes,Travel_Rarely,13973,12,3,4,3,No,0,0.17443105685152563,6,Low,Monitor,Works overtime
1358,Research & Development,Laboratory Technician,No,Travel_Rarely,3669,3,4,4,2,No,0,0.17405766630534036,6,Low,Monitor,Low work-life balance
597,Sales,Manager,No,Travel_Rarely,16835,10,2,1,3,No,0,0.17322240350937126,6,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap; No stock option
872,Research & Development,Manufacturing Director,No,Travel_Rarely,4775,2,4,4,1,No,0,0.17305145736034874,6,Low,Monitor,Low work-life balance; Early tenure
1428,Sales,Sales Executive,No,Travel_Rarely,4779,3,1,4,3,No,0,0.17186028369725767,6,Low,Monitor,Low job satisfaction
448,Research & Development,Laboratory Technician,No,Travel_Frequently,5257,9,3,3,4,No,0,0.1717408565469006,6,Low,Monitor,Frequent business travel
1993,Research & Development,Healthcare Representative,No,Travel_Rarely,8633,17,3,1,3,No,0,0.17153711583266026,6,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
1573,Research & Development,Manufacturing Director,No,Travel_Rarely,4855,5,2,3,3,Yes,1,0.17002079882439197,6,Low,Monitor,Low job satisfaction
239,Research & Development,Laboratory Technician,No,Non-Travel,3072,12,1,3,3,No,0,0.16947907526794237,6,Low,Monitor,Low job satisfaction; Long promotion gap
867,Research & Development,Manufacturing Director,No,Travel_Frequently,13826,9,4,3,3,No,0,0.16917448569992433,6,Low,Monitor,Frequent business travel; No stock option
1044,Sales,Sales Representative,No,Non-Travel,2342,2,4,2,2,No,0,0.168206889741859,6,Low,Monitor,Low environment satisfaction; Low work-life balance; Early tenure; No stock option
304,Research & Development,Laboratory Technician,No,Travel_Rarely,5914,13,2,4,4,No,0,0.16760985901360476,6,Low,Monitor,Low job satisfaction; No stock option
1094,Research & Development,Laboratory Technician,No,Non-Travel,4621,3,3,1,3,No,0,0.1664956835518477,6,Low,Monitor,Low environment satisfaction
372,Research & Development,Healthcare Representative,Yes,Travel_Rarely,13496,20,4,3,3,No,0,0.16520175196583733,6,Low,Monitor,Works overtime; Long promotion gap; No stock option
162,Research & Development,Research Director,No,Travel_Rarely,19537,20,3,1,3,No,0,0.16505353397180117,6,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
1706,Sales,Sales Executive,Yes,Travel_Rarely,7847,10,4,4,3,No,0,0.16502110349334295,6,Low,Monitor,Works overtime; Long promotion gap
339,Research & Development,Manufacturing Director,No,Travel_Rarely,5957,11,1,4,3,No,0,0.1635964338036701,6,Low,Monitor,Low job satisfaction; Long promotion gap
1912,Sales,Sales Executive,Yes,Travel_Rarely,6583,5,4,3,3,No,0,0.16346938767492836,6,Low,Monitor,Works overtime
1162,Research & Development,Research Scientist,No,Travel_Rarely,2539,4,3,4,3,No,0,0.16344915760745302,6,Low,Monitor,No dominant heuristic risk driver
616,Research & Development,Healthcare Representative,Yes,Non-Travel,6811,8,3,1,3,No,0,0.16312267222375626,6,Low,Monitor,Works overtime; Low environment satisfaction; No stock option
1886,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4788,3,2,4,3,No,0,0.1628285665194481,6,Low,Monitor,Works overtime; Low job satisfaction; No stock option
725,Research & Development,Manufacturing Director,No,Travel_Rarely,7412,9,1,3,3,No,0,0.16200927906885468,6,Low,Monitor,Low job satisfaction; No stock option
601,Research & Development,Manufacturing Director,No,Travel_Rarely,13237,20,3,2,3,No,0,0.16182618926641762,7,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
223,Research & Development,Healthcare Representative,Yes,Travel_Rarely,9439,5,4,3,1,No,0,0.1616805782689489,7,Low,Monitor,Works overtime; Low work-life balance
1869,Sales,Sales Executive,No,Travel_Rarely,7314,8,2,3,3,Yes,1,0.16150986688125996,7,Low,Monitor,Low job satisfaction
337,Research & Development,Research Director,No,Travel_Frequently,13675,2,3,2,3,No,0,0.16107791166783017,7,Low,Monitor,Frequent business travel; Low environment satisfaction; Early tenure
757,Research & Development,Healthcare Representative,No,Travel_Rarely,6142,5,3,2,3,No,0,0.16006348183174468,7,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
1278,Research & Development,Healthcare Representative,Yes,Non-Travel,13577,33,2,4,3,No,0,0.15969156022361441,7,Low,Monitor,Works overtime; Low job satisfaction; Long promotion gap
800,Sales,Sales Executive,No,Travel_Frequently,4342,4,4,3,3,No,0,0.1595890393989758,7,Low,Monitor,Frequent business travel
152,Sales,Sales Executive,No,Travel_Rarely,7428,5,4,3,3,No,0,0.15802805797145286,7,Low,Monitor,No stock option
110,Research & Development,Manufacturing Director,No,Travel_Rarely,4325,5,2,1,3,No,0,0.15796941650365345,7,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
1681,Sales,Sales Executive,Yes,Non-Travel,5368,6,4,3,3,No,0,0.15786004101258455,7,Low,Monitor,Works overtime
1084,Research & Development,Manufacturing Director,No,Travel_Rarely,9957,6,1,3,2,No,0,0.1575922934383014,7,Low,Monitor,Low job satisfaction; Low work-life balance
1929,Sales,Sales Executive,No,Non-Travel,5736,3,3,1,3,No,0,0.1572052842245964,7,Low,Monitor,Low environment satisfaction
193,Research & Development,Research Scientist,Yes,Travel_Rarely,4317,3,3,4,3,No,0,0.15594696526143803,7,Low,Monitor,Works overtime; No stock option
1361,Research & Development,Laboratory Technician,No,Travel_Rarely,2387,4,2,2,3,No,0,0.1549292445007716,7,Low,Monitor,Low job satisfaction; Low environment satisfaction
649,Research & Development,Research Scientist,Yes,Travel_Rarely,3622,6,4,2,3,No,0,0.15426342429071174,7,Low,Monitor,Works overtime; Low environment satisfaction
517,Research & Development,Laboratory Technician,No,Travel_Rarely,2576,5,1,2,3,No,0,0.1542461069752675,7,Low,Monitor,Low job satisfaction; Low environment satisfaction
